{'date': '1518-03-31 00:00', 'guardNumber': 773, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-26 23:57', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-27 00:16', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-27 00:52', 'guardNumber': 1217, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-28 00:00', 'guardNumber': 233, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-29 00:04', 'guardNumber': 277, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-29 00:10', 'guardNumber': 277, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-29 00:17', 'guardNumber': 277, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-29 00:22', 'guardNumber': 277, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-29 00:26', 'guardNumber': 277, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-09-29 23:58', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-09-30 00:35', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-09-30 00:53', 'guardNumber': 1217, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-01 00:00', 'guardNumber': 353, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-01 00:27', 'guardNumber': 353, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-01 00:30', 'guardNumber': 353, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-01 23:59', 'guardNumber': 233, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-03 00:03', 'guardNumber': 773, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-03 00:37', 'guardNumber': 773, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-03 00:39', 'guardNumber': 773, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-03 23:49', 'guardNumber': 643, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-04 00:00', 'guardNumber': 643, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-04 00:57', 'guardNumber': 643, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-04 23:48', 'guardNumber': 353, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-05 00:05', 'guardNumber': 353, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-05 00:21', 'guardNumber': 353, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-05 23:58', 'guardNumber': 643, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-06 00:38', 'guardNumber': 643, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-06 00:45', 'guardNumber': 643, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-06 23:50', 'guardNumber': 1129, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-07 00:03', 'guardNumber': 1129, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-07 00:42', 'guardNumber': 1129, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-07 00:54', 'guardNumber': 1129, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-07 00:57', 'guardNumber': 1129, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-08 00:02', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-08 00:06', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-08 00:29', 'guardNumber': 1217, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-08 00:40', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-08 00:52', 'guardNumber': 1217, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-08 23:49', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-09 00:00', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-09 00:56', 'guardNumber': 1217, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-10 00:01', 'guardNumber': 277, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-10 00:20', 'guardNumber': 277, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-10 00:47', 'guardNumber': 277, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-10 00:50', 'guardNumber': 277, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-10 00:51', 'guardNumber': 277, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-10 23:57', 'guardNumber': 1049, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-11 00:11', 'guardNumber': 1049, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-11 00:13', 'guardNumber': 1049, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-11 00:24', 'guardNumber': 1049, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-11 00:33', 'guardNumber': 1049, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-12 00:02', 'guardNumber': 101, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-12 00:21', 'guardNumber': 101, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-12 00:30', 'guardNumber': 101, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-12 00:43', 'guardNumber': 101, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-12 00:53', 'guardNumber': 101, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-12 23:56', 'guardNumber': 2297, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-13 00:20', 'guardNumber': 2297, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-13 00:27', 'guardNumber': 2297, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-13 00:50', 'guardNumber': 2297, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-13 00:58', 'guardNumber': 2297, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-14 00:02', 'guardNumber': 1049, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-14 00:36', 'guardNumber': 1049, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-14 00:50', 'guardNumber': 1049, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-15 00:03', 'guardNumber': 773, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-15 00:17', 'guardNumber': 773, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-15 00:23', 'guardNumber': 773, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-15 23:56', 'guardNumber': 3163, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-16 00:10', 'guardNumber': 3163, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-16 00:49', 'guardNumber': 3163, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-17 00:02', 'guardNumber': 2789, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-17 00:34', 'guardNumber': 2789, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-17 00:46', 'guardNumber': 2789, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-18 00:03', 'guardNumber': 857, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-19 00:04', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-19 00:15', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-19 00:51', 'guardNumber': 2963, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-19 23:59', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-20 00:25', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-20 00:41', 'guardNumber': 1217, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-21 00:01', 'guardNumber': 101, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-21 00:10', 'guardNumber': 101, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-21 00:16', 'guardNumber': 101, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-21 00:29', 'guardNumber': 101, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-21 00:57', 'guardNumber': 101, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-22 00:02', 'guardNumber': 2333, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-22 00:31', 'guardNumber': 2333, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-22 00:41', 'guardNumber': 2333, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-22 23:58', 'guardNumber': 1049, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-23 00:06', 'guardNumber': 1049, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-23 00:43', 'guardNumber': 1049, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-23 00:50', 'guardNumber': 1049, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-23 00:54', 'guardNumber': 1049, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-24 00:02', 'guardNumber': 197, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-24 00:21', 'guardNumber': 197, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-24 00:47', 'guardNumber': 197, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-25 00:02', 'guardNumber': 101, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-25 00:06', 'guardNumber': 101, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-25 00:53', 'guardNumber': 101, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-25 23:57', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-26 00:28', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-26 00:45', 'guardNumber': 1217, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-26 23:58', 'guardNumber': 1117, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-27 00:32', 'guardNumber': 1117, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-27 00:35', 'guardNumber': 1117, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-27 00:47', 'guardNumber': 1117, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-27 00:55', 'guardNumber': 1117, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-27 23:53', 'guardNumber': 3023, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-28 00:05', 'guardNumber': 3023, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-28 00:22', 'guardNumber': 3023, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-28 00:32', 'guardNumber': 3023, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-28 00:59', 'guardNumber': 3023, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-28 23:57', 'guardNumber': 1129, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-29 00:20', 'guardNumber': 1129, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-29 00:34', 'guardNumber': 1129, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-29 00:51', 'guardNumber': 1129, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-29 00:57', 'guardNumber': 1129, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-29 23:56', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-30 00:14', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-30 00:32', 'guardNumber': 2963, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-30 00:35', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-30 00:53', 'guardNumber': 2963, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-31 00:01', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-10-31 00:09', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-31 00:15', 'guardNumber': 2963, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-31 00:30', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-31 00:44', 'guardNumber': 2963, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-10-31 00:48', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-10-31 00:57', 'guardNumber': 2963, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-01 00:00', 'guardNumber': 1657, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-11-01 00:32', 'guardNumber': 1657, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-01 00:41', 'guardNumber': 1657, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-01 00:54', 'guardNumber': 1657, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-01 00:57', 'guardNumber': 1657, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-02 00:02', 'guardNumber': 3023, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-11-02 00:08', 'guardNumber': 3023, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-02 00:55', 'guardNumber': 3023, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-03 00:00', 'guardNumber': 2297, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-11-03 00:48', 'guardNumber': 2297, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-03 00:50', 'guardNumber': 2297, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-04 00:02', 'guardNumber': 2333, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-11-04 00:34', 'guardNumber': 2333, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-04 00:56', 'guardNumber': 2333, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-04 23:56', 'guardNumber': 2297, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-11-05 00:10', 'guardNumber': 2297, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-05 00:23', 'guardNumber': 2297, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-05 00:37', 'guardNumber': 2297, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-05 00:55', 'guardNumber': 2297, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-05 23:56', 'guardNumber': 3163, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-11-06 00:46', 'guardNumber': 3163, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-06 00:47', 'guardNumber': 3163, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-06 00:57', 'guardNumber': 3163, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-06 00:58', 'guardNumber': 3163, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-06 23:54', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-11-07 00:01', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-07 00:43', 'guardNumber': 1217, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-07 00:52', 'guardNumber': 1217, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-07 00:59', 'guardNumber': 1217, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-08 00:00', 'guardNumber': 2297, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-11-08 00:45', 'guardNumber': 2297, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-08 00:55', 'guardNumber': 2297, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-09 00:01', 'guardNumber': 2789, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-11-09 00:25', 'guardNumber': 2789, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-09 00:53', 'guardNumber': 2789, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-09 23:59', 'guardNumber': 101, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-11-10 00:39', 'guardNumber': 101, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-10 00:50', 'guardNumber': 101, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-10 23:57', 'guardNumber': 197, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-11-11 00:09', 'guardNumber': 197, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-11 00:11', 'guardNumber': 197, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-11 00:22', 'guardNumber': 197, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-11 00:27', 'guardNumber': 197, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-11 00:49', 'guardNumber': 197, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-11 00:57', 'guardNumber': 197, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-12 00:00', 'guardNumber': 1049, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-11-12 00:30', 'guardNumber': 1049, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-12 00:43', 'guardNumber': 1049, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-12 00:48', 'guardNumber': 1049, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-12 00:54', 'guardNumber': 1049, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-13 00:02', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-11-13 00:34', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-13 00:44', 'guardNumber': 2963, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-14 00:00', 'guardNumber': 2789, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-11-14 00:34', 'guardNumber': 2789, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-14 00:39', 'guardNumber': 2789, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-14 00:56', 'guardNumber': 2789, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-14 00:58', 'guardNumber': 2789, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-14 23:58', 'guardNumber': 643, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-11-15 00:40', 'guardNumber': 643, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-15 00:49', 'guardNumber': 643, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-16 00:02', 'guardNumber': 2789, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-11-16 00:17', 'guardNumber': 2789, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-16 00:44', 'guardNumber': 2789, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-17 00:00', 'guardNumber': 101, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-11-17 00:42', 'guardNumber': 101, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-17 00:43', 'guardNumber': 101, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-17 00:50', 'guardNumber': 101, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-17 00:58', 'guardNumber': 101, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-18 00:03', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-11-18 00:23', 'guardNumber': 2963, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-18 00:57', 'guardNumber': 2963, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-18 23:48', 'guardNumber': 3023, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-11-19 00:00', 'guardNumber': 3023, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-19 00:42', 'guardNumber': 3023, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-20 00:03', 'guardNumber': 2333, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-11-20 00:51', 'guardNumber': 2333, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-20 00:58', 'guardNumber': 2333, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-20 23:52', 'guardNumber': 3023, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-11-21 00:01', 'guardNumber': 3023, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-21 00:39', 'guardNumber': 3023, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-21 00:46', 'guardNumber': 3023, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-21 00:58', 'guardNumber': 3023, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-22 00:04', 'guardNumber': 3023, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-11-22 00:12', 'guardNumber': 3023, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-22 00:18', 'guardNumber': 3023, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-22 00:22', 'guardNumber': 3023, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-22 00:44', 'guardNumber': 3023, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
{'date': '1518-11-22 23:57', 'guardNumber': 613, 'isWakingUpEvent': False, 'isFallingAsleepEvent': False}
{'date': '1518-11-23 00:47', 'guardNumber': 613, 'isWakingUpEvent': False, 'isFallingAsleepEvent': True}
{'date': '1518-11-23 00:51', 'guardNumber': 613, 'isWakingUpEvent': True, 'isFallingAsleepEvent': False}
